             rho            U_eq          phi_eq               q            j_eq            p_eq
      0.3479E+00      0.0000E+00      0.0000E+00      0.2242E+01      0.7929E+00      0.3132E-01
      0.3487E+00      0.0000E+00      0.0000E+00      0.2243E+01      0.7920E+00      0.3131E-01
      0.3496E+00      0.0000E+00      0.0000E+00      0.2244E+01      0.7911E+00      0.3130E-01
      0.3505E+00      0.0000E+00      0.0000E+00      0.2246E+01      0.7903E+00      0.3129E-01
      0.3514E+00      0.0000E+00      0.0000E+00      0.2247E+01      0.7894E+00      0.3128E-01
      0.3522E+00      0.0000E+00      0.0000E+00      0.2248E+01      0.7885E+00      0.3127E-01
      0.3531E+00      0.0000E+00      0.0000E+00      0.2249E+01      0.7876E+00      0.3126E-01
      0.3540E+00      0.0000E+00      0.0000E+00      0.2251E+01      0.7867E+00      0.3124E-01
      0.3549E+00      0.0000E+00      0.0000E+00      0.2252E+01      0.7858E+00      0.3123E-01
      0.3558E+00      0.0000E+00      0.0000E+00      0.2253E+01      0.7850E+00      0.3122E-01
      0.3566E+00      0.0000E+00      0.0000E+00      0.2254E+01      0.7841E+00      0.3121E-01
      0.3575E+00      0.0000E+00      0.0000E+00      0.2256E+01      0.7832E+00      0.3120E-01
      0.3584E+00      0.0000E+00      0.0000E+00      0.2257E+01      0.7823E+00      0.3119E-01
      0.3593E+00      0.0000E+00      0.0000E+00      0.2258E+01      0.7814E+00      0.3118E-01
      0.3602E+00      0.0000E+00      0.0000E+00      0.2259E+01      0.7805E+00      0.3117E-01
      0.3610E+00      0.0000E+00      0.0000E+00      0.2261E+01      0.7797E+00      0.3116E-01
      0.3619E+00      0.0000E+00      0.0000E+00      0.2262E+01      0.7788E+00      0.3115E-01
      0.3628E+00      0.0000E+00      0.0000E+00      0.2263E+01      0.7779E+00      0.3114E-01
      0.3637E+00      0.0000E+00      0.0000E+00      0.2265E+01      0.7770E+00      0.3113E-01
      0.3646E+00      0.0000E+00      0.0000E+00      0.2266E+01      0.7761E+00      0.3112E-01
      0.3654E+00      0.0000E+00      0.0000E+00      0.2267E+01      0.7752E+00      0.3111E-01
      0.3663E+00      0.0000E+00      0.0000E+00      0.2268E+01      0.7743E+00      0.3110E-01
      0.3672E+00      0.0000E+00      0.0000E+00      0.2270E+01      0.7734E+00      0.3109E-01
      0.3681E+00      0.0000E+00      0.0000E+00      0.2271E+01      0.7725E+00      0.3108E-01
      0.3689E+00      0.0000E+00      0.0000E+00      0.2272E+01      0.7716E+00      0.3106E-01
      0.3698E+00      0.0000E+00      0.0000E+00      0.2274E+01      0.7708E+00      0.3105E-01
      0.3707E+00      0.0000E+00      0.0000E+00      0.2275E+01      0.7699E+00      0.3104E-01
      0.3716E+00      0.0000E+00      0.0000E+00      0.2276E+01      0.7690E+00      0.3103E-01
      0.3725E+00      0.0000E+00      0.0000E+00      0.2277E+01      0.7681E+00      0.3102E-01
      0.3733E+00      0.0000E+00      0.0000E+00      0.2279E+01      0.7672E+00      0.3101E-01
      0.3742E+00      0.0000E+00      0.0000E+00      0.2280E+01      0.7663E+00      0.3100E-01
      0.3751E+00      0.0000E+00      0.0000E+00      0.2281E+01      0.7654E+00      0.3099E-01
      0.3760E+00      0.0000E+00      0.0000E+00      0.2283E+01      0.7645E+00      0.3098E-01
      0.3769E+00      0.0000E+00      0.0000E+00      0.2284E+01      0.7636E+00      0.3097E-01
      0.3777E+00      0.0000E+00      0.0000E+00      0.2285E+01      0.7627E+00      0.3096E-01
      0.3786E+00      0.0000E+00      0.0000E+00      0.2287E+01      0.7618E+00      0.3094E-01
      0.3795E+00      0.0000E+00      0.0000E+00      0.2288E+01      0.7609E+00      0.3093E-01
      0.3804E+00      0.0000E+00      0.0000E+00      0.2289E+01      0.7600E+00      0.3092E-01
      0.3812E+00      0.0000E+00      0.0000E+00      0.2291E+01      0.7591E+00      0.3091E-01
      0.3821E+00      0.0000E+00      0.0000E+00      0.2292E+01      0.7582E+00      0.3090E-01
      0.3830E+00      0.0000E+00      0.0000E+00      0.2293E+01      0.7573E+00      0.3089E-01
      0.3839E+00      0.0000E+00      0.0000E+00      0.2295E+01      0.7564E+00      0.3088E-01
      0.3848E+00      0.0000E+00      0.0000E+00      0.2296E+01      0.7555E+00      0.3087E-01
      0.3856E+00      0.0000E+00      0.0000E+00      0.2297E+01      0.7546E+00      0.3085E-01
      0.3865E+00      0.0000E+00      0.0000E+00      0.2299E+01      0.7537E+00      0.3084E-01
      0.3874E+00      0.0000E+00      0.0000E+00      0.2300E+01      0.7528E+00      0.3083E-01
      0.3883E+00      0.0000E+00      0.0000E+00      0.2302E+01      0.7519E+00      0.3082E-01
      0.3892E+00      0.0000E+00      0.0000E+00      0.2303E+01      0.7510E+00      0.3081E-01
      0.3900E+00      0.0000E+00      0.0000E+00      0.2304E+01      0.7501E+00      0.3080E-01
      0.3909E+00      0.0000E+00      0.0000E+00      0.2306E+01      0.7492E+00      0.3079E-01
      0.3918E+00      0.0000E+00      0.0000E+00      0.2307E+01      0.7483E+00      0.3077E-01
      0.3927E+00      0.0000E+00      0.0000E+00      0.2308E+01      0.7474E+00      0.3076E-01
      0.3936E+00      0.0000E+00      0.0000E+00      0.2310E+01      0.7465E+00      0.3075E-01
      0.3944E+00      0.0000E+00      0.0000E+00      0.2311E+01      0.7456E+00      0.3074E-01
      0.3953E+00      0.0000E+00      0.0000E+00      0.2313E+01      0.7447E+00      0.3073E-01
      0.3962E+00      0.0000E+00      0.0000E+00      0.2314E+01      0.7437E+00      0.3072E-01
      0.3971E+00      0.0000E+00      0.0000E+00      0.2315E+01      0.7428E+00      0.3071E-01
      0.3979E+00      0.0000E+00      0.0000E+00      0.2317E+01      0.7419E+00      0.3069E-01
      0.3988E+00      0.0000E+00      0.0000E+00      0.2318E+01      0.7410E+00      0.3068E-01
      0.3997E+00      0.0000E+00      0.0000E+00      0.2320E+01      0.7401E+00      0.3067E-01
      0.4006E+00      0.0000E+00      0.0000E+00      0.2321E+01      0.7392E+00      0.3066E-01
      0.4015E+00      0.0000E+00      0.0000E+00      0.2322E+01      0.7383E+00      0.3065E-01
      0.4023E+00      0.0000E+00      0.0000E+00      0.2324E+01      0.7374E+00      0.3064E-01
      0.4032E+00      0.0000E+00      0.0000E+00      0.2325E+01      0.7365E+00      0.3062E-01
      0.4041E+00      0.0000E+00      0.0000E+00      0.2327E+01      0.7356E+00      0.3061E-01
      0.4050E+00      0.0000E+00      0.0000E+00      0.2328E+01      0.7347E+00      0.3060E-01
      0.4059E+00      0.0000E+00      0.0000E+00      0.2329E+01      0.7338E+00      0.3059E-01
      0.4067E+00      0.0000E+00      0.0000E+00      0.2331E+01      0.7329E+00      0.3058E-01
      0.4076E+00      0.0000E+00      0.0000E+00      0.2332E+01      0.7319E+00      0.3056E-01
      0.4085E+00      0.0000E+00      0.0000E+00      0.2334E+01      0.7310E+00      0.3055E-01
      0.4094E+00      0.0000E+00      0.0000E+00      0.2335E+01      0.7301E+00      0.3054E-01
      0.4103E+00      0.0000E+00      0.0000E+00      0.2337E+01      0.7292E+00      0.3053E-01
      0.4111E+00      0.0000E+00      0.0000E+00      0.2338E+01      0.7283E+00      0.3052E-01
      0.4120E+00      0.0000E+00      0.0000E+00      0.2340E+01      0.7274E+00      0.3050E-01
      0.4129E+00      0.0000E+00      0.0000E+00      0.2341E+01      0.7265E+00      0.3049E-01
      0.4138E+00      0.0000E+00      0.0000E+00      0.2342E+01      0.7256E+00      0.3048E-01
      0.4146E+00      0.0000E+00      0.0000E+00      0.2344E+01      0.7247E+00      0.3047E-01
      0.4155E+00      0.0000E+00      0.0000E+00      0.2345E+01      0.7237E+00      0.3046E-01
      0.4164E+00      0.0000E+00      0.0000E+00      0.2347E+01      0.7228E+00      0.3044E-01
      0.4173E+00      0.0000E+00      0.0000E+00      0.2348E+01      0.7219E+00      0.3043E-01
      0.4182E+00      0.0000E+00      0.0000E+00      0.2350E+01      0.7210E+00      0.3042E-01
      0.4190E+00      0.0000E+00      0.0000E+00      0.2351E+01      0.7201E+00      0.3041E-01
      0.4199E+00      0.0000E+00      0.0000E+00      0.2353E+01      0.7192E+00      0.3039E-01
      0.4208E+00      0.0000E+00      0.0000E+00      0.2354E+01      0.7183E+00      0.3038E-01
      0.4217E+00      0.0000E+00      0.0000E+00      0.2356E+01      0.7174E+00      0.3037E-01
      0.4226E+00      0.0000E+00      0.0000E+00      0.2357E+01      0.7164E+00      0.3036E-01
      0.4234E+00      0.0000E+00      0.0000E+00      0.2359E+01      0.7155E+00      0.3035E-01
      0.4243E+00      0.0000E+00      0.0000E+00      0.2360E+01      0.7146E+00      0.3033E-01
      0.4252E+00      0.0000E+00      0.0000E+00      0.2362E+01      0.7137E+00      0.3032E-01
      0.4261E+00      0.0000E+00      0.0000E+00      0.2363E+01      0.7128E+00      0.3031E-01
      0.4270E+00      0.0000E+00      0.0000E+00      0.2365E+01      0.7119E+00      0.3030E-01
      0.4278E+00      0.0000E+00      0.0000E+00      0.2366E+01      0.7110E+00      0.3028E-01
      0.4287E+00      0.0000E+00      0.0000E+00      0.2368E+01      0.7100E+00      0.3027E-01
      0.4296E+00      0.0000E+00      0.0000E+00      0.2369E+01      0.7091E+00      0.3026E-01
      0.4305E+00      0.0000E+00      0.0000E+00      0.2371E+01      0.7082E+00      0.3024E-01
      0.4313E+00      0.0000E+00      0.0000E+00      0.2372E+01      0.7073E+00      0.3023E-01
      0.4322E+00      0.0000E+00      0.0000E+00      0.2374E+01      0.7064E+00      0.3022E-01
      0.4331E+00      0.0000E+00      0.0000E+00      0.2375E+01      0.7055E+00      0.3021E-01
      0.4340E+00      0.0000E+00      0.0000E+00      0.2377E+01      0.7046E+00      0.3019E-01
      0.4349E+00      0.0000E+00      0.0000E+00      0.2378E+01      0.7036E+00      0.3018E-01
      0.4357E+00      0.0000E+00      0.0000E+00      0.2380E+01      0.7027E+00      0.3017E-01
      0.4366E+00      0.0000E+00      0.0000E+00      0.2381E+01      0.7018E+00      0.3016E-01
      0.4375E+00      0.0000E+00      0.0000E+00      0.2383E+01      0.7009E+00      0.3014E-01
      0.4384E+00      0.0000E+00      0.0000E+00      0.2384E+01      0.7000E+00      0.3013E-01
      0.4393E+00      0.0000E+00      0.0000E+00      0.2386E+01      0.6991E+00      0.3012E-01
      0.4401E+00      0.0000E+00      0.0000E+00      0.2387E+01      0.6982E+00      0.3010E-01
      0.4410E+00      0.0000E+00      0.0000E+00      0.2389E+01      0.6972E+00      0.3009E-01
      0.4419E+00      0.0000E+00      0.0000E+00      0.2391E+01      0.6963E+00      0.3008E-01
      0.4428E+00      0.0000E+00      0.0000E+00      0.2392E+01      0.6954E+00      0.3007E-01
      0.4437E+00      0.0000E+00      0.0000E+00      0.2394E+01      0.6945E+00      0.3005E-01
      0.4445E+00      0.0000E+00      0.0000E+00      0.2395E+01      0.6936E+00      0.3004E-01
      0.4454E+00      0.0000E+00      0.0000E+00      0.2397E+01      0.6927E+00      0.3003E-01
      0.4463E+00      0.0000E+00      0.0000E+00      0.2398E+01      0.6918E+00      0.3001E-01
      0.4472E+00      0.0000E+00      0.0000E+00      0.2400E+01      0.6908E+00      0.3000E-01
      0.4480E+00      0.0000E+00      0.0000E+00      0.2401E+01      0.6899E+00      0.2999E-01
      0.4489E+00      0.0000E+00      0.0000E+00      0.2403E+01      0.6890E+00      0.2997E-01
      0.4498E+00      0.0000E+00      0.0000E+00      0.2405E+01      0.6881E+00      0.2996E-01
      0.4507E+00      0.0000E+00      0.0000E+00      0.2406E+01      0.6872E+00      0.2995E-01
      0.4516E+00      0.0000E+00      0.0000E+00      0.2408E+01      0.6863E+00      0.2993E-01
      0.4524E+00      0.0000E+00      0.0000E+00      0.2409E+01      0.6854E+00      0.2992E-01
      0.4533E+00      0.0000E+00      0.0000E+00      0.2411E+01      0.6844E+00      0.2991E-01
      0.4542E+00      0.0000E+00      0.0000E+00      0.2413E+01      0.6835E+00      0.2990E-01
      0.4551E+00      0.0000E+00      0.0000E+00      0.2414E+01      0.6826E+00      0.2988E-01
      0.4560E+00      0.0000E+00      0.0000E+00      0.2416E+01      0.6817E+00      0.2987E-01
      0.4568E+00      0.0000E+00      0.0000E+00      0.2417E+01      0.6808E+00      0.2985E-01
      0.4577E+00      0.0000E+00      0.0000E+00      0.2419E+01      0.6799E+00      0.2984E-01
      0.4586E+00      0.0000E+00      0.0000E+00      0.2421E+01      0.6790E+00      0.2983E-01
      0.4595E+00      0.0000E+00      0.0000E+00      0.2422E+01      0.6780E+00      0.2981E-01
      0.4604E+00      0.0000E+00      0.0000E+00      0.2424E+01      0.6771E+00      0.2980E-01
      0.4612E+00      0.0000E+00      0.0000E+00      0.2425E+01      0.6762E+00      0.2979E-01
      0.4621E+00      0.0000E+00      0.0000E+00      0.2427E+01      0.6753E+00      0.2977E-01
      0.4630E+00      0.0000E+00      0.0000E+00      0.2429E+01      0.6744E+00      0.2976E-01
      0.4639E+00      0.0000E+00      0.0000E+00      0.2430E+01      0.6735E+00      0.2975E-01
      0.4647E+00      0.0000E+00      0.0000E+00      0.2432E+01      0.6726E+00      0.2973E-01
      0.4656E+00      0.0000E+00      0.0000E+00      0.2434E+01      0.6717E+00      0.2972E-01
      0.4665E+00      0.0000E+00      0.0000E+00      0.2435E+01      0.6707E+00      0.2971E-01
      0.4674E+00      0.0000E+00      0.0000E+00      0.2437E+01      0.6698E+00      0.2969E-01
      0.4683E+00      0.0000E+00      0.0000E+00      0.2439E+01      0.6689E+00      0.2968E-01
      0.4691E+00      0.0000E+00      0.0000E+00      0.2440E+01      0.6680E+00      0.2967E-01
      0.4700E+00      0.0000E+00      0.0000E+00      0.2442E+01      0.6671E+00      0.2965E-01
      0.4709E+00      0.0000E+00      0.0000E+00      0.2443E+01      0.6662E+00      0.2964E-01
      0.4718E+00      0.0000E+00      0.0000E+00      0.2445E+01      0.6653E+00      0.2962E-01
      0.4727E+00      0.0000E+00      0.0000E+00      0.2447E+01      0.6644E+00      0.2961E-01
      0.4735E+00      0.0000E+00      0.0000E+00      0.2448E+01      0.6635E+00      0.2960E-01
      0.4744E+00      0.0000E+00      0.0000E+00      0.2450E+01      0.6625E+00      0.2958E-01
      0.4753E+00      0.0000E+00      0.0000E+00      0.2452E+01      0.6616E+00      0.2957E-01
      0.4762E+00      0.0000E+00      0.0000E+00      0.2453E+01      0.6607E+00      0.2955E-01
      0.4771E+00      0.0000E+00      0.0000E+00      0.2455E+01      0.6598E+00      0.2954E-01
      0.4779E+00      0.0000E+00      0.0000E+00      0.2457E+01      0.6589E+00      0.2953E-01
      0.4788E+00      0.0000E+00      0.0000E+00      0.2459E+01      0.6580E+00      0.2951E-01
      0.4797E+00      0.0000E+00      0.0000E+00      0.2460E+01      0.6571E+00      0.2950E-01
      0.4806E+00      0.0000E+00      0.0000E+00      0.2462E+01      0.6562E+00      0.2948E-01
      0.4814E+00      0.0000E+00      0.0000E+00      0.2464E+01      0.6553E+00      0.2947E-01
      0.4823E+00      0.0000E+00      0.0000E+00      0.2465E+01      0.6544E+00      0.2946E-01
      0.4832E+00      0.0000E+00      0.0000E+00      0.2467E+01      0.6534E+00      0.2944E-01
      0.4841E+00      0.0000E+00      0.0000E+00      0.2469E+01      0.6525E+00      0.2943E-01
      0.4850E+00      0.0000E+00      0.0000E+00      0.2470E+01      0.6516E+00      0.2941E-01
      0.4858E+00      0.0000E+00      0.0000E+00      0.2472E+01      0.6507E+00      0.2940E-01
      0.4867E+00      0.0000E+00      0.0000E+00      0.2474E+01      0.6498E+00      0.2938E-01
      0.4876E+00      0.0000E+00      0.0000E+00      0.2476E+01      0.6489E+00      0.2937E-01
      0.4885E+00      0.0000E+00      0.0000E+00      0.2477E+01      0.6480E+00      0.2936E-01
      0.4894E+00      0.0000E+00      0.0000E+00      0.2479E+01      0.6471E+00      0.2934E-01
      0.4902E+00      0.0000E+00      0.0000E+00      0.2481E+01      0.6462E+00      0.2933E-01
      0.4911E+00      0.0000E+00      0.0000E+00      0.2482E+01      0.6453E+00      0.2931E-01
      0.4920E+00      0.0000E+00      0.0000E+00      0.2484E+01      0.6444E+00      0.2930E-01
      0.4929E+00      0.0000E+00      0.0000E+00      0.2486E+01      0.6435E+00      0.2928E-01
      0.4938E+00      0.0000E+00      0.0000E+00      0.2488E+01      0.6426E+00      0.2927E-01
      0.4946E+00      0.0000E+00      0.0000E+00      0.2489E+01      0.6417E+00      0.2926E-01
      0.4955E+00      0.0000E+00      0.0000E+00      0.2491E+01      0.6408E+00      0.2924E-01
      0.4964E+00      0.0000E+00      0.0000E+00      0.2493E+01      0.6399E+00      0.2923E-01
      0.4973E+00      0.0000E+00      0.0000E+00      0.2495E+01      0.6390E+00      0.2921E-01
      0.4981E+00      0.0000E+00      0.0000E+00      0.2496E+01      0.6381E+00      0.2920E-01
      0.4990E+00      0.0000E+00      0.0000E+00      0.2498E+01      0.6371E+00      0.2918E-01
      0.4999E+00      0.0000E+00      0.0000E+00      0.2500E+01      0.6362E+00      0.2917E-01
      0.5008E+00      0.0000E+00      0.0000E+00      0.2502E+01      0.6353E+00      0.2915E-01
      0.5017E+00      0.0000E+00      0.0000E+00      0.2503E+01      0.6344E+00      0.2914E-01
      0.5025E+00      0.0000E+00      0.0000E+00      0.2505E+01      0.6335E+00      0.2912E-01
      0.5034E+00      0.0000E+00      0.0000E+00      0.2507E+01      0.6326E+00      0.2911E-01
      0.5043E+00      0.0000E+00      0.0000E+00      0.2509E+01      0.6317E+00      0.2909E-01
      0.5052E+00      0.0000E+00      0.0000E+00      0.2510E+01      0.6308E+00      0.2908E-01
      0.5061E+00      0.0000E+00      0.0000E+00      0.2512E+01      0.6299E+00      0.2906E-01
      0.5069E+00      0.0000E+00      0.0000E+00      0.2514E+01      0.6290E+00      0.2905E-01
      0.5078E+00      0.0000E+00      0.0000E+00      0.2516E+01      0.6281E+00      0.2904E-01
      0.5087E+00      0.0000E+00      0.0000E+00      0.2518E+01      0.6272E+00      0.2902E-01
      0.5096E+00      0.0000E+00      0.0000E+00      0.2519E+01      0.6263E+00      0.2901E-01
      0.5104E+00      0.0000E+00      0.0000E+00      0.2521E+01      0.6254E+00      0.2899E-01
      0.5113E+00      0.0000E+00      0.0000E+00      0.2523E+01      0.6245E+00      0.2898E-01
      0.5122E+00      0.0000E+00      0.0000E+00      0.2525E+01      0.6236E+00      0.2896E-01
      0.5131E+00      0.0000E+00      0.0000E+00      0.2527E+01      0.6228E+00      0.2895E-01
      0.5140E+00      0.0000E+00      0.0000E+00      0.2528E+01      0.6219E+00      0.2893E-01
      0.5148E+00      0.0000E+00      0.0000E+00      0.2530E+01      0.6210E+00      0.2892E-01
      0.5157E+00      0.0000E+00      0.0000E+00      0.2532E+01      0.6201E+00      0.2890E-01
      0.5166E+00      0.0000E+00      0.0000E+00      0.2534E+01      0.6192E+00      0.2889E-01
      0.5175E+00      0.0000E+00      0.0000E+00      0.2536E+01      0.6183E+00      0.2887E-01
      0.5184E+00      0.0000E+00      0.0000E+00      0.2537E+01      0.6174E+00      0.2885E-01
      0.5192E+00      0.0000E+00      0.0000E+00      0.2539E+01      0.6165E+00      0.2884E-01
      0.5201E+00      0.0000E+00      0.0000E+00      0.2541E+01      0.6156E+00      0.2882E-01
      0.5210E+00      0.0000E+00      0.0000E+00      0.2543E+01      0.6147E+00      0.2881E-01
      0.5219E+00      0.0000E+00      0.0000E+00      0.2545E+01      0.6138E+00      0.2879E-01
      0.5228E+00      0.0000E+00      0.0000E+00      0.2547E+01      0.6129E+00      0.2878E-01
      0.5236E+00      0.0000E+00      0.0000E+00      0.2548E+01      0.6120E+00      0.2876E-01
      0.5245E+00      0.0000E+00      0.0000E+00      0.2550E+01      0.6111E+00      0.2875E-01
      0.5254E+00      0.0000E+00      0.0000E+00      0.2552E+01      0.6102E+00      0.2873E-01
      0.5263E+00      0.0000E+00      0.0000E+00      0.2554E+01      0.6094E+00      0.2872E-01
      0.5271E+00      0.0000E+00      0.0000E+00      0.2556E+01      0.6085E+00      0.2870E-01
      0.5280E+00      0.0000E+00      0.0000E+00      0.2558E+01      0.6076E+00      0.2869E-01
      0.5289E+00      0.0000E+00      0.0000E+00      0.2559E+01      0.6067E+00      0.2867E-01
      0.5298E+00      0.0000E+00      0.0000E+00      0.2561E+01      0.6058E+00      0.2865E-01
      0.5307E+00      0.0000E+00      0.0000E+00      0.2563E+01      0.6049E+00      0.2864E-01
      0.5315E+00      0.0000E+00      0.0000E+00      0.2565E+01      0.6040E+00      0.2862E-01
      0.5324E+00      0.0000E+00      0.0000E+00      0.2567E+01      0.6031E+00      0.2861E-01
      0.5333E+00      0.0000E+00      0.0000E+00      0.2569E+01      0.6023E+00      0.2859E-01
      0.5342E+00      0.0000E+00      0.0000E+00      0.2571E+01      0.6014E+00      0.2858E-01
      0.5351E+00      0.0000E+00      0.0000E+00      0.2573E+01      0.6005E+00      0.2856E-01
      0.5359E+00      0.0000E+00      0.0000E+00      0.2574E+01      0.5996E+00      0.2855E-01
      0.5368E+00      0.0000E+00      0.0000E+00      0.2576E+01      0.5987E+00      0.2853E-01
      0.5377E+00      0.0000E+00      0.0000E+00      0.2578E+01      0.5978E+00      0.2851E-01
      0.5386E+00      0.0000E+00      0.0000E+00      0.2580E+01      0.5969E+00      0.2850E-01
      0.5395E+00      0.0000E+00      0.0000E+00      0.2582E+01      0.5961E+00      0.2848E-01
      0.5403E+00      0.0000E+00      0.0000E+00      0.2584E+01      0.5952E+00      0.2847E-01
      0.5412E+00      0.0000E+00      0.0000E+00      0.2586E+01      0.5943E+00      0.2845E-01
      0.5421E+00      0.0000E+00      0.0000E+00      0.2588E+01      0.5934E+00      0.2843E-01
      0.5430E+00      0.0000E+00      0.0000E+00      0.2590E+01      0.5925E+00      0.2842E-01
      0.5438E+00      0.0000E+00      0.0000E+00      0.2592E+01      0.5917E+00      0.2840E-01
      0.5447E+00      0.0000E+00      0.0000E+00      0.2593E+01      0.5908E+00      0.2839E-01
      0.5456E+00      0.0000E+00      0.0000E+00      0.2595E+01      0.5899E+00      0.2837E-01
      0.5465E+00      0.0000E+00      0.0000E+00      0.2597E+01      0.5890E+00      0.2835E-01
      0.5474E+00      0.0000E+00      0.0000E+00      0.2599E+01      0.5882E+00      0.2834E-01
      0.5482E+00      0.0000E+00      0.0000E+00      0.2601E+01      0.5873E+00      0.2832E-01
      0.5491E+00      0.0000E+00      0.0000E+00      0.2603E+01      0.5864E+00      0.2831E-01
      0.5500E+00      0.0000E+00      0.0000E+00      0.2605E+01      0.5855E+00      0.2829E-01
      0.5509E+00      0.0000E+00      0.0000E+00      0.2607E+01      0.5846E+00      0.2827E-01
      0.5518E+00      0.0000E+00      0.0000E+00      0.2609E+01      0.5838E+00      0.2826E-01
      0.5526E+00      0.0000E+00      0.0000E+00      0.2611E+01      0.5829E+00      0.2824E-01
      0.5535E+00      0.0000E+00      0.0000E+00      0.2613E+01      0.5820E+00      0.2823E-01
      0.5544E+00      0.0000E+00      0.0000E+00      0.2615E+01      0.5812E+00      0.2821E-01
      0.5553E+00      0.0000E+00      0.0000E+00      0.2617E+01      0.5803E+00      0.2819E-01
      0.5562E+00      0.0000E+00      0.0000E+00      0.2619E+01      0.5794E+00      0.2818E-01
      0.5570E+00      0.0000E+00      0.0000E+00      0.2621E+01      0.5785E+00      0.2816E-01
      0.5579E+00      0.0000E+00      0.0000E+00      0.2623E+01      0.5777E+00      0.2814E-01
      0.5588E+00      0.0000E+00      0.0000E+00      0.2624E+01      0.5768E+00      0.2813E-01
      0.5597E+00      0.0000E+00      0.0000E+00      0.2626E+01      0.5759E+00      0.2811E-01
      0.5605E+00      0.0000E+00      0.0000E+00      0.2628E+01      0.5751E+00      0.2809E-01
      0.5614E+00      0.0000E+00      0.0000E+00      0.2630E+01      0.5742E+00      0.2808E-01
      0.5623E+00      0.0000E+00      0.0000E+00      0.2632E+01      0.5733E+00      0.2806E-01
      0.5632E+00      0.0000E+00      0.0000E+00      0.2634E+01      0.5725E+00      0.2804E-01
      0.5641E+00      0.0000E+00      0.0000E+00      0.2636E+01      0.5716E+00      0.2803E-01
      0.5649E+00      0.0000E+00      0.0000E+00      0.2638E+01      0.5707E+00      0.2801E-01
      0.5658E+00      0.0000E+00      0.0000E+00      0.2640E+01      0.5699E+00      0.2800E-01
      0.5667E+00      0.0000E+00      0.0000E+00      0.2642E+01      0.5690E+00      0.2798E-01
      0.5676E+00      0.0000E+00      0.0000E+00      0.2644E+01      0.5681E+00      0.2796E-01
      0.5685E+00      0.0000E+00      0.0000E+00      0.2646E+01      0.5673E+00      0.2794E-01
      0.5693E+00      0.0000E+00      0.0000E+00      0.2648E+01      0.5664E+00      0.2793E-01
      0.5702E+00      0.0000E+00      0.0000E+00      0.2650E+01      0.5656E+00      0.2791E-01
      0.5711E+00      0.0000E+00      0.0000E+00      0.2652E+01      0.5647E+00      0.2789E-01
      0.5720E+00      0.0000E+00      0.0000E+00      0.2654E+01      0.5638E+00      0.2788E-01
      0.5729E+00      0.0000E+00      0.0000E+00      0.2656E+01      0.5630E+00      0.2786E-01
      0.5737E+00      0.0000E+00      0.0000E+00      0.2658E+01      0.5621E+00      0.2784E-01
      0.5746E+00      0.0000E+00      0.0000E+00      0.2660E+01      0.5613E+00      0.2783E-01
      0.5755E+00      0.0000E+00      0.0000E+00      0.2662E+01      0.5604E+00      0.2781E-01
      0.5764E+00      0.0000E+00      0.0000E+00      0.2664E+01      0.5595E+00      0.2779E-01
      0.5772E+00      0.0000E+00      0.0000E+00      0.2666E+01      0.5587E+00      0.2778E-01
      0.5781E+00      0.0000E+00      0.0000E+00      0.2668E+01      0.5578E+00      0.2776E-01
      0.5790E+00      0.0000E+00      0.0000E+00      0.2670E+01      0.5570E+00      0.2774E-01
      0.5799E+00      0.0000E+00      0.0000E+00      0.2673E+01      0.5561E+00      0.2772E-01
      0.5808E+00      0.0000E+00      0.0000E+00      0.2675E+01      0.5553E+00      0.2771E-01
      0.5816E+00      0.0000E+00      0.0000E+00      0.2677E+01      0.5544E+00      0.2769E-01
      0.5825E+00      0.0000E+00      0.0000E+00      0.2679E+01      0.5536E+00      0.2767E-01
      0.5834E+00      0.0000E+00      0.0000E+00      0.2681E+01      0.5527E+00      0.2766E-01
      0.5843E+00      0.0000E+00      0.0000E+00      0.2683E+01      0.5519E+00      0.2764E-01
      0.5852E+00      0.0000E+00      0.0000E+00      0.2685E+01      0.5510E+00      0.2762E-01
      0.5860E+00      0.0000E+00      0.0000E+00      0.2687E+01      0.5502E+00      0.2760E-01
      0.5869E+00      0.0000E+00      0.0000E+00      0.2689E+01      0.5493E+00      0.2759E-01
      0.5878E+00      0.0000E+00      0.0000E+00      0.2691E+01      0.5485E+00      0.2757E-01
      0.5887E+00      0.0000E+00      0.0000E+00      0.2693E+01      0.5476E+00      0.2755E-01
      0.5896E+00      0.0000E+00      0.0000E+00      0.2695E+01      0.5468E+00      0.2753E-01
      0.5904E+00      0.0000E+00      0.0000E+00      0.2697E+01      0.5459E+00      0.2752E-01
      0.5913E+00      0.0000E+00      0.0000E+00      0.2699E+01      0.5451E+00      0.2750E-01
      0.5922E+00      0.0000E+00      0.0000E+00      0.2701E+01      0.5443E+00      0.2748E-01
      0.5931E+00      0.0000E+00      0.0000E+00      0.2703E+01      0.5434E+00      0.2746E-01
      0.5939E+00      0.0000E+00      0.0000E+00      0.2706E+01      0.5426E+00      0.2745E-01
      0.5948E+00      0.0000E+00      0.0000E+00      0.2708E+01      0.5417E+00      0.2743E-01
      0.5957E+00      0.0000E+00      0.0000E+00      0.2710E+01      0.5409E+00      0.2741E-01
      0.5966E+00      0.0000E+00      0.0000E+00      0.2712E+01      0.5400E+00      0.2739E-01
      0.5975E+00      0.0000E+00      0.0000E+00      0.2714E+01      0.5392E+00      0.2738E-01
