             rho            U_eq          phi_eq               q            j_eq            p_eq
      0.8488E+00      0.0000E+00      0.0000E+00      0.3441E+01      0.3387E+00      0.2649E-02
      0.8497E+00      0.0000E+00      0.0000E+00      0.3444E+01      0.3380E+00      0.2565E-02
      0.8506E+00      0.0000E+00      0.0000E+00      0.3447E+01      0.3373E+00      0.2484E-02
      0.8515E+00      0.0000E+00      0.0000E+00      0.3450E+01      0.3366E+00      0.2405E-02
      0.8523E+00      0.0000E+00      0.0000E+00      0.3453E+01      0.3360E+00      0.2329E-02
      0.8532E+00      0.0000E+00      0.0000E+00      0.3456E+01      0.3353E+00      0.2254E-02
      0.8541E+00      0.0000E+00      0.0000E+00      0.3459E+01      0.3346E+00      0.2182E-02
      0.8550E+00      0.0000E+00      0.0000E+00      0.3462E+01      0.3340E+00      0.2111E-02
      0.8559E+00      0.0000E+00      0.0000E+00      0.3465E+01      0.3333E+00      0.2043E-02
      0.8567E+00      0.0000E+00      0.0000E+00      0.3468E+01      0.3327E+00      0.1977E-02
      0.8576E+00      0.0000E+00      0.0000E+00      0.3471E+01      0.3320E+00      0.1912E-02
      0.8585E+00      0.0000E+00      0.0000E+00      0.3474E+01      0.3314E+00      0.1850E-02
      0.8594E+00      0.0000E+00      0.0000E+00      0.3477E+01      0.3307E+00      0.1789E-02
      0.8603E+00      0.0000E+00      0.0000E+00      0.3480E+01      0.3301E+00      0.1730E-02
      0.8611E+00      0.0000E+00      0.0000E+00      0.3483E+01      0.3294E+00      0.1673E-02
      0.8620E+00      0.0000E+00      0.0000E+00      0.3486E+01      0.3288E+00      0.1618E-02
      0.8629E+00      0.0000E+00      0.0000E+00      0.3489E+01      0.3281E+00      0.1564E-02
      0.8638E+00      0.0000E+00      0.0000E+00      0.3492E+01      0.3275E+00      0.1512E-02
      0.8646E+00      0.0000E+00      0.0000E+00      0.3495E+01      0.3269E+00      0.1462E-02
      0.8655E+00      0.0000E+00      0.0000E+00      0.3498E+01      0.3263E+00      0.1413E-02
      0.8664E+00      0.0000E+00      0.0000E+00      0.3501E+01      0.3256E+00      0.1366E-02
      0.8673E+00      0.0000E+00      0.0000E+00      0.3504E+01      0.3250E+00      0.1320E-02
      0.8682E+00      0.0000E+00      0.0000E+00      0.3507E+01      0.3244E+00      0.1276E-02
      0.8690E+00      0.0000E+00      0.0000E+00      0.3510E+01      0.3238E+00      0.1233E-02
      0.8699E+00      0.0000E+00      0.0000E+00      0.3514E+01      0.3231E+00      0.1191E-02
      0.8708E+00      0.0000E+00      0.0000E+00      0.3517E+01      0.3225E+00      0.1151E-02
      0.8717E+00      0.0000E+00      0.0000E+00      0.3520E+01      0.3219E+00      0.1112E-02
      0.8726E+00      0.0000E+00      0.0000E+00      0.3523E+01      0.3213E+00      0.1074E-02
      0.8734E+00      0.0000E+00      0.0000E+00      0.3526E+01      0.3207E+00      0.1038E-02
      0.8743E+00      0.0000E+00      0.0000E+00      0.3529E+01      0.3201E+00      0.1002E-02
      0.8752E+00      0.0000E+00      0.0000E+00      0.3532E+01      0.3195E+00      0.9682E-03
      0.8761E+00      0.0000E+00      0.0000E+00      0.3535E+01      0.3189E+00      0.9351E-03
      0.8770E+00      0.0000E+00      0.0000E+00      0.3538E+01      0.3183E+00      0.9031E-03
      0.8778E+00      0.0000E+00      0.0000E+00      0.3541E+01      0.3177E+00      0.8721E-03
      0.8787E+00      0.0000E+00      0.0000E+00      0.3544E+01      0.3171E+00      0.8422E-03
      0.8796E+00      0.0000E+00      0.0000E+00      0.3547E+01      0.3165E+00      0.8132E-03
      0.8805E+00      0.0000E+00      0.0000E+00      0.3550E+01      0.3159E+00      0.7852E-03
      0.8813E+00      0.0000E+00      0.0000E+00      0.3554E+01      0.3153E+00      0.7581E-03
      0.8822E+00      0.0000E+00      0.0000E+00      0.3557E+01      0.3147E+00      0.7320E-03
      0.8831E+00      0.0000E+00      0.0000E+00      0.3560E+01      0.3142E+00      0.7066E-03
      0.8840E+00      0.0000E+00      0.0000E+00      0.3563E+01      0.3136E+00      0.6822E-03
      0.8849E+00      0.0000E+00      0.0000E+00      0.3566E+01      0.3130E+00      0.6585E-03
      0.8857E+00      0.0000E+00      0.0000E+00      0.3569E+01      0.3124E+00      0.6357E-03
      0.8866E+00      0.0000E+00      0.0000E+00      0.3572E+01      0.3118E+00      0.6136E-03
      0.8875E+00      0.0000E+00      0.0000E+00      0.3575E+01      0.3113E+00      0.5923E-03
      0.8884E+00      0.0000E+00      0.0000E+00      0.3578E+01      0.3107E+00      0.5717E-03
      0.8893E+00      0.0000E+00      0.0000E+00      0.3582E+01      0.3101E+00      0.5517E-03
      0.8901E+00      0.0000E+00      0.0000E+00      0.3585E+01      0.3096E+00      0.5325E-03
      0.8910E+00      0.0000E+00      0.0000E+00      0.3588E+01      0.3090E+00      0.5139E-03
      0.8919E+00      0.0000E+00      0.0000E+00      0.3591E+01      0.3084E+00      0.4959E-03
      0.8928E+00      0.0000E+00      0.0000E+00      0.3594E+01      0.3079E+00      0.4786E-03
      0.8937E+00      0.0000E+00      0.0000E+00      0.3597E+01      0.3073E+00      0.4618E-03
      0.8945E+00      0.0000E+00      0.0000E+00      0.3600E+01      0.3067E+00      0.4457E-03
      0.8954E+00      0.0000E+00      0.0000E+00      0.3604E+01      0.3062E+00      0.4300E-03
      0.8963E+00      0.0000E+00      0.0000E+00      0.3607E+01      0.3056E+00      0.4149E-03
      0.8972E+00      0.0000E+00      0.0000E+00      0.3610E+01      0.3051E+00      0.4004E-03
      0.8980E+00      0.0000E+00      0.0000E+00      0.3613E+01      0.3045E+00      0.3863E-03
      0.8989E+00      0.0000E+00      0.0000E+00      0.3616E+01      0.3040E+00      0.3727E-03
      0.8998E+00      0.0000E+00      0.0000E+00      0.3619E+01      0.3034E+00      0.3596E-03
      0.9007E+00      0.0000E+00      0.0000E+00      0.3622E+01      0.3029E+00      0.3469E-03
      0.9016E+00      0.0000E+00      0.0000E+00      0.3626E+01      0.3023E+00      0.3347E-03
      0.9024E+00      0.0000E+00      0.0000E+00      0.3629E+01      0.3018E+00      0.3229E-03
      0.9033E+00      0.0000E+00      0.0000E+00      0.3632E+01      0.3012E+00      0.3115E-03
      0.9042E+00      0.0000E+00      0.0000E+00      0.3635E+01      0.3007E+00      0.3005E-03
      0.9051E+00      0.0000E+00      0.0000E+00      0.3638E+01      0.3001E+00      0.2899E-03
      0.9060E+00      0.0000E+00      0.0000E+00      0.3642E+01      0.2996E+00      0.2796E-03
      0.9068E+00      0.0000E+00      0.0000E+00      0.3645E+01      0.2991E+00      0.2697E-03
      0.9077E+00      0.0000E+00      0.0000E+00      0.3648E+01      0.2985E+00      0.2602E-03
      0.9086E+00      0.0000E+00      0.0000E+00      0.3651E+01      0.2980E+00      0.2510E-03
      0.9095E+00      0.0000E+00      0.0000E+00      0.3654E+01      0.2974E+00      0.2421E-03
      0.9104E+00      0.0000E+00      0.0000E+00      0.3657E+01      0.2969E+00      0.2335E-03
      0.9112E+00      0.0000E+00      0.0000E+00      0.3661E+01      0.2964E+00      0.2252E-03
      0.9121E+00      0.0000E+00      0.0000E+00      0.3664E+01      0.2958E+00      0.2172E-03
      0.9130E+00      0.0000E+00      0.0000E+00      0.3667E+01      0.2953E+00      0.2095E-03
      0.9139E+00      0.0000E+00      0.0000E+00      0.3670E+01      0.2948E+00      0.2021E-03
      0.9147E+00      0.0000E+00      0.0000E+00      0.3674E+01      0.2943E+00      0.1949E-03
      0.9156E+00      0.0000E+00      0.0000E+00      0.3677E+01      0.2937E+00      0.1880E-03
      0.9165E+00      0.0000E+00      0.0000E+00      0.3680E+01      0.2932E+00      0.1813E-03
      0.9174E+00      0.0000E+00      0.0000E+00      0.3683E+01      0.2927E+00      0.1748E-03
      0.9183E+00      0.0000E+00      0.0000E+00      0.3686E+01      0.2922E+00      0.1686E-03
      0.9191E+00      0.0000E+00      0.0000E+00      0.3690E+01      0.2916E+00      0.1626E-03
      0.9200E+00      0.0000E+00      0.0000E+00      0.3693E+01      0.2911E+00      0.1568E-03
      0.9209E+00      0.0000E+00      0.0000E+00      0.3696E+01      0.2906E+00      0.1512E-03
      0.9218E+00      0.0000E+00      0.0000E+00      0.3699E+01      0.2901E+00      0.1458E-03
      0.9227E+00      0.0000E+00      0.0000E+00      0.3703E+01      0.2896E+00      0.1406E-03
      0.9235E+00      0.0000E+00      0.0000E+00      0.3706E+01      0.2891E+00      0.1356E-03
      0.9244E+00      0.0000E+00      0.0000E+00      0.3709E+01      0.2885E+00      0.1308E-03
      0.9253E+00      0.0000E+00      0.0000E+00      0.3712E+01      0.2880E+00      0.1261E-03
      0.9262E+00      0.0000E+00      0.0000E+00      0.3716E+01      0.2875E+00      0.1216E-03
      0.9271E+00      0.0000E+00      0.0000E+00      0.3719E+01      0.2870E+00      0.1173E-03
      0.9279E+00      0.0000E+00      0.0000E+00      0.3722E+01      0.2865E+00      0.1131E-03
      0.9288E+00      0.0000E+00      0.0000E+00      0.3725E+01      0.2860E+00      0.1090E-03
      0.9297E+00      0.0000E+00      0.0000E+00      0.3729E+01      0.2855E+00      0.1051E-03
      0.9306E+00      0.0000E+00      0.0000E+00      0.3732E+01      0.2850E+00      0.1014E-03
      0.9314E+00      0.0000E+00      0.0000E+00      0.3735E+01      0.2845E+00      0.9776E-04
      0.9323E+00      0.0000E+00      0.0000E+00      0.3738E+01      0.2840E+00      0.9426E-04
      0.9332E+00      0.0000E+00      0.0000E+00      0.3742E+01      0.2834E+00      0.9089E-04
      0.9341E+00      0.0000E+00      0.0000E+00      0.3745E+01      0.2829E+00      0.8764E-04
      0.9350E+00      0.0000E+00      0.0000E+00      0.3748E+01      0.2824E+00      0.8450E-04
      0.9358E+00      0.0000E+00      0.0000E+00      0.3752E+01      0.2819E+00      0.8147E-04
      0.9367E+00      0.0000E+00      0.0000E+00      0.3755E+01      0.2814E+00      0.7856E-04
      0.9376E+00      0.0000E+00      0.0000E+00      0.3758E+01      0.2809E+00      0.7574E-04
      0.9385E+00      0.0000E+00      0.0000E+00      0.3761E+01      0.2804E+00      0.7303E-04
      0.9394E+00      0.0000E+00      0.0000E+00      0.3765E+01      0.2799E+00      0.7041E-04
      0.9402E+00      0.0000E+00      0.0000E+00      0.3768E+01      0.2795E+00      0.6789E-04
      0.9411E+00      0.0000E+00      0.0000E+00      0.3771E+01      0.2790E+00      0.6545E-04
      0.9420E+00      0.0000E+00      0.0000E+00      0.3775E+01      0.2785E+00      0.6311E-04
      0.9429E+00      0.0000E+00      0.0000E+00      0.3778E+01      0.2780E+00      0.6084E-04
      0.9437E+00      0.0000E+00      0.0000E+00      0.3781E+01      0.2775E+00      0.5866E-04
      0.9446E+00      0.0000E+00      0.0000E+00      0.3785E+01      0.2770E+00      0.5655E-04
      0.9455E+00      0.0000E+00      0.0000E+00      0.3788E+01      0.2765E+00      0.5452E-04
      0.9464E+00      0.0000E+00      0.0000E+00      0.3791E+01      0.2760E+00      0.5257E-04
      0.9473E+00      0.0000E+00      0.0000E+00      0.3795E+01      0.2755E+00      0.5068E-04
      0.9481E+00      0.0000E+00      0.0000E+00      0.3798E+01      0.2750E+00      0.4886E-04
      0.9490E+00      0.0000E+00      0.0000E+00      0.3801E+01      0.2745E+00      0.4710E-04
      0.9499E+00      0.0000E+00      0.0000E+00      0.3805E+01      0.2741E+00      0.4541E-04
      0.9508E+00      0.0000E+00      0.0000E+00      0.3808E+01      0.2736E+00      0.4378E-04
      0.9517E+00      0.0000E+00      0.0000E+00      0.3811E+01      0.2731E+00      0.4221E-04
      0.9525E+00      0.0000E+00      0.0000E+00      0.3815E+01      0.2726E+00      0.4069E-04
      0.9534E+00      0.0000E+00      0.0000E+00      0.3818E+01      0.2721E+00      0.3923E-04
      0.9543E+00      0.0000E+00      0.0000E+00      0.3821E+01      0.2716E+00      0.3782E-04
      0.9552E+00      0.0000E+00      0.0000E+00      0.3825E+01      0.2712E+00      0.3646E-04
      0.9561E+00      0.0000E+00      0.0000E+00      0.3828E+01      0.2707E+00      0.3515E-04
      0.9569E+00      0.0000E+00      0.0000E+00      0.3831E+01      0.2702E+00      0.3388E-04
      0.9578E+00      0.0000E+00      0.0000E+00      0.3835E+01      0.2697E+00      0.3266E-04
      0.9587E+00      0.0000E+00      0.0000E+00      0.3838E+01      0.2693E+00      0.3149E-04
      0.9596E+00      0.0000E+00      0.0000E+00      0.3842E+01      0.2688E+00      0.3035E-04
      0.9604E+00      0.0000E+00      0.0000E+00      0.3845E+01      0.2683E+00      0.2926E-04
      0.9613E+00      0.0000E+00      0.0000E+00      0.3848E+01      0.2678E+00      0.2821E-04
      0.9622E+00      0.0000E+00      0.0000E+00      0.3852E+01      0.2674E+00      0.2719E-04
      0.9631E+00      0.0000E+00      0.0000E+00      0.3855E+01      0.2669E+00      0.2621E-04
      0.9640E+00      0.0000E+00      0.0000E+00      0.3858E+01      0.2664E+00      0.2527E-04
      0.9648E+00      0.0000E+00      0.0000E+00      0.3862E+01      0.2659E+00      0.2436E-04
      0.9657E+00      0.0000E+00      0.0000E+00      0.3865E+01      0.2655E+00      0.2348E-04
      0.9666E+00      0.0000E+00      0.0000E+00      0.3869E+01      0.2650E+00      0.2263E-04
      0.9675E+00      0.0000E+00      0.0000E+00      0.3872E+01      0.2645E+00      0.2182E-04
      0.9684E+00      0.0000E+00      0.0000E+00      0.3875E+01      0.2641E+00      0.2103E-04
      0.9692E+00      0.0000E+00      0.0000E+00      0.3879E+01      0.2636E+00      0.2027E-04
      0.9701E+00      0.0000E+00      0.0000E+00      0.3882E+01      0.2631E+00      0.1954E-04
      0.9710E+00      0.0000E+00      0.0000E+00      0.3886E+01      0.2627E+00      0.1884E-04
      0.9719E+00      0.0000E+00      0.0000E+00      0.3889E+01      0.2622E+00      0.1816E-04
      0.9728E+00      0.0000E+00      0.0000E+00      0.3893E+01      0.2617E+00      0.1750E-04
      0.9736E+00      0.0000E+00      0.0000E+00      0.3896E+01      0.2613E+00      0.1687E-04
      0.9745E+00      0.0000E+00      0.0000E+00      0.3899E+01      0.2608E+00      0.1626E-04
      0.9754E+00      0.0000E+00      0.0000E+00      0.3903E+01      0.2604E+00      0.1568E-04
      0.9763E+00      0.0000E+00      0.0000E+00      0.3906E+01      0.2599E+00      0.1511E-04
      0.9771E+00      0.0000E+00      0.0000E+00      0.3910E+01      0.2594E+00      0.1456E-04
      0.9780E+00      0.0000E+00      0.0000E+00      0.3913E+01      0.2590E+00      0.1404E-04
      0.9789E+00      0.0000E+00      0.0000E+00      0.3917E+01      0.2585E+00      0.1353E-04
      0.9798E+00      0.0000E+00      0.0000E+00      0.3920E+01      0.2581E+00      0.1304E-04
      0.9807E+00      0.0000E+00      0.0000E+00      0.3923E+01      0.2576E+00      0.1257E-04
      0.9815E+00      0.0000E+00      0.0000E+00      0.3927E+01      0.2572E+00      0.1212E-04
      0.9824E+00      0.0000E+00      0.0000E+00      0.3930E+01      0.2567E+00      0.1168E-04
      0.9833E+00      0.0000E+00      0.0000E+00      0.3934E+01      0.2563E+00      0.1126E-04
      0.9842E+00      0.0000E+00      0.0000E+00      0.3937E+01      0.2558E+00      0.1085E-04
      0.9851E+00      0.0000E+00      0.0000E+00      0.3941E+01      0.2554E+00      0.1046E-04
      0.9859E+00      0.0000E+00      0.0000E+00      0.3944E+01      0.2549E+00      0.1008E-04
      0.9868E+00      0.0000E+00      0.0000E+00      0.3948E+01      0.2545E+00      0.9716E-05
      0.9877E+00      0.0000E+00      0.0000E+00      0.3951E+01      0.2540E+00      0.9365E-05
      0.9886E+00      0.0000E+00      0.0000E+00      0.3955E+01      0.2536E+00      0.9026E-05
      0.9895E+00      0.0000E+00      0.0000E+00      0.3958E+01      0.2531E+00      0.8700E-05
      0.9903E+00      0.0000E+00      0.0000E+00      0.3962E+01      0.2527E+00      0.8385E-05
      0.9912E+00      0.0000E+00      0.0000E+00      0.3965E+01      0.2522E+00      0.8082E-05
      0.9921E+00      0.0000E+00      0.0000E+00      0.3968E+01      0.2518E+00      0.7789E-05
      0.9930E+00      0.0000E+00      0.0000E+00      0.3972E+01      0.2513E+00      0.7507E-05
      0.9938E+00      0.0000E+00      0.0000E+00      0.3975E+01      0.2509E+00      0.7236E-05
      0.9947E+00      0.0000E+00      0.0000E+00      0.3979E+01      0.2504E+00      0.6974E-05
      0.9956E+00      0.0000E+00      0.0000E+00      0.3982E+01      0.2500E+00      0.6721E-05
      0.9965E+00      0.0000E+00      0.0000E+00      0.3986E+01      0.2496E+00      0.6478E-05
      0.9974E+00      0.0000E+00      0.0000E+00      0.3989E+01      0.2491E+00      0.6243E-05
      0.9982E+00      0.0000E+00      0.0000E+00      0.3993E+01      0.2487E+00      0.6017E-05
      0.9991E+00      0.0000E+00      0.0000E+00      0.3996E+01      0.2482E+00      0.5799E-05
      0.1000E+01      0.0000E+00      0.0000E+00      0.4000E+01      0.2478E+00      0.5589E-05
