               n               m        E_phi_nm        E_psi_nm          E_p_nm
      0.6000E+01     -0.2800E+02      0.5374E-13      0.1652E-13      0.1761E-12
      0.7000E+01     -0.2800E+02      0.1031E-13      0.1421E-13      0.9843E-13
      0.8000E+01     -0.2800E+02      0.4966E-14      0.6117E-14      0.4738E-13
      0.9000E+01     -0.2800E+02      0.3472E-14      0.1663E-14      0.2807E-13
      0.1000E+02     -0.2800E+02      0.1196E-14      0.4810E-15      0.1676E-13
      0.1100E+02     -0.2800E+02      0.2849E-15      0.1650E-15      0.8168E-14
      0.1200E+02     -0.2800E+02      0.7332E-16      0.4417E-16      0.4397E-14
      0.1300E+02     -0.2800E+02      0.2235E-16      0.8052E-17      0.2657E-14
      0.1400E+02     -0.2800E+02      0.6193E-17      0.1891E-17      0.1540E-14
      0.1500E+02     -0.2800E+02      0.2243E-17      0.6400E-18      0.8808E-15
      0.1600E+02     -0.2800E+02      0.9300E-18      0.2130E-18      0.4920E-15
      0.1700E+02     -0.2800E+02      0.3113E-18      0.7285E-19      0.2686E-15
      0.1800E+02     -0.2800E+02      0.9183E-19      0.2304E-19      0.1138E-15
      0.1900E+02     -0.2800E+02      0.2922E-19      0.7025E-20      0.6664E-16
      0.2000E+02     -0.2800E+02      0.1051E-19      0.2363E-20      0.4370E-16
      0.2100E+02     -0.2800E+02      0.5133E-20      0.8545E-21      0.2534E-16
      0.2200E+02     -0.2800E+02      0.2014E-20      0.2971E-21      0.1053E-16
      0.2300E+02     -0.2800E+02      0.6207E-21      0.1327E-21      0.5904E-17
      0.2400E+02     -0.2800E+02      0.1627E-21      0.5386E-22      0.3122E-17
      0.2500E+02     -0.2800E+02      0.5592E-22      0.2075E-22      0.2209E-17
      0.2600E+02     -0.2800E+02      0.1879E-22      0.8125E-23      0.1242E-17
      0.2700E+02     -0.2800E+02      0.5698E-23      0.3056E-23      0.4471E-18
      0.2800E+02     -0.2800E+02      0.1685E-23      0.1729E-23      0.2598E-18
      0.2900E+02     -0.2800E+02      0.5193E-24      0.1199E-23      0.2130E-18
      0.3000E+02     -0.2800E+02      0.1638E-24      0.5782E-24      0.1704E-18
      0.3100E+02     -0.2800E+02      0.6134E-25      0.2705E-24      0.9693E-19
      0.3200E+02     -0.2800E+02      0.2344E-25      0.1599E-24      0.5817E-19
      0.3300E+02     -0.2800E+02      0.8408E-26      0.1071E-24      0.3367E-19
      0.3400E+02     -0.2800E+02      0.2788E-26      0.5460E-25      0.2285E-19
      0.3500E+02     -0.2800E+02      0.1127E-26      0.3470E-25      0.1796E-19
      0.3600E+02     -0.2800E+02      0.4557E-27      0.3207E-25      0.1299E-19
      0.3700E+02     -0.2800E+02      0.2269E-27      0.2630E-25      0.9163E-20
      0.3800E+02     -0.2800E+02      0.1093E-27      0.2186E-25      0.7563E-20
      0.3900E+02     -0.2800E+02      0.5799E-28      0.1633E-25      0.5410E-20
      0.4000E+02     -0.2800E+02      0.3694E-28      0.1096E-25      0.3641E-20
 
     -0.4000E+02     -0.2700E+02      0.2024E-21      0.9188E-22      0.3764E-17
     -0.3900E+02     -0.2700E+02      0.5811E-21      0.2792E-21      0.5438E-17
     -0.3800E+02     -0.2700E+02      0.1914E-20      0.8747E-21      0.1119E-16
     -0.3700E+02     -0.2700E+02      0.6260E-20      0.2692E-20      0.3027E-16
     -0.3600E+02     -0.2700E+02      0.1795E-19      0.7830E-20      0.6047E-16
     -0.3500E+02     -0.2700E+02      0.5745E-19      0.1977E-19      0.9473E-16
     -0.3400E+02     -0.2700E+02      0.1629E-18      0.6118E-19      0.1387E-15
     -0.3300E+02     -0.2700E+02      0.4158E-18      0.2388E-18      0.2942E-15
     -0.3200E+02     -0.2700E+02      0.1812E-17      0.8044E-18      0.7052E-15
     -0.3100E+02     -0.2700E+02      0.7523E-17      0.2199E-17      0.1333E-14
     -0.3000E+02     -0.2700E+02      0.2213E-16      0.7894E-17      0.2471E-14
     -0.2900E+02     -0.2700E+02      0.7081E-16      0.3579E-16      0.3952E-14
     -0.2800E+02     -0.2700E+02      0.2614E-15      0.1145E-15      0.7984E-14
     -0.2700E+02     -0.2700E+02      0.8516E-15      0.2530E-15      0.1189E-13
     -0.2600E+02     -0.2700E+02      0.2037E-14      0.9150E-15      0.2556E-13
     -0.2500E+02     -0.2700E+02      0.3303E-14      0.4022E-14      0.5002E-13
     -0.2400E+02     -0.2700E+02      0.8558E-14      0.1137E-13      0.1110E-12
     -0.2300E+02     -0.2700E+02      0.4216E-13      0.1720E-13      0.1875E-12
     -0.2200E+02     -0.2700E+02      0.1188E-12      0.3031E-13      0.2726E-12
     -0.2100E+02     -0.2700E+02      0.2105E-12      0.1259E-12      0.5778E-12
     -0.2000E+02     -0.2700E+02      0.2712E-12      0.3105E-12      0.1128E-11
     -0.1900E+02     -0.2700E+02      0.5329E-12      0.6027E-12      0.2326E-11
     -0.1800E+02     -0.2700E+02      0.1203E-11      0.1349E-11      0.3733E-11
     -0.1700E+02     -0.2700E+02      0.2697E-11      0.3085E-11      0.1021E-10
     -0.1600E+02     -0.2700E+02      0.8495E-11      0.6806E-11      0.1726E-10
     -0.1500E+02     -0.2700E+02      0.1653E-10      0.1551E-10      0.4672E-10
     -0.1400E+02     -0.2700E+02      0.4268E-10      0.4461E-10      0.9286E-10
     -0.1300E+02     -0.2700E+02      0.1113E-09      0.1142E-09      0.3017E-09
     -0.1200E+02     -0.2700E+02      0.2093E-09      0.2921E-09      0.1762E-08
     -0.1100E+02     -0.2700E+02      0.1951E-08      0.4097E-08      0.6145E-07
     -0.1000E+02     -0.2700E+02      0.2217E-07      0.5533E-07      0.5261E-06
     -0.9000E+01     -0.2700E+02      0.1281E-06      0.2579E-06      0.7450E-06
     -0.8000E+01     -0.2700E+02      0.1386E-06      0.1774E-06      0.7598E-06
     -0.7000E+01     -0.2700E+02      0.5705E-07      0.1203E-06      0.5029E-06
     -0.6000E+01     -0.2700E+02      0.8986E-09      0.1023E-08      0.4477E-08
     -0.5000E+01     -0.2700E+02      0.2713E-09      0.2756E-09      0.4978E-09
     -0.4000E+01     -0.2700E+02      0.8286E-10      0.1014E-09      0.2021E-09
     -0.3000E+01     -0.2700E+02      0.2548E-10      0.3359E-10      0.8260E-10
     -0.2000E+01     -0.2700E+02      0.9949E-11      0.9391E-11      0.5392E-10
     -0.1000E+01     -0.2700E+02      0.4787E-11      0.4799E-11      0.1612E-10
      0.0000E+00     -0.2700E+02      0.2382E-11      0.2834E-11      0.1037E-10
      0.1000E+01     -0.2700E+02      0.1178E-11      0.1326E-11      0.5161E-11
      0.2000E+01     -0.2700E+02      0.3841E-12      0.5441E-12      0.2584E-11
      0.3000E+01     -0.2700E+02      0.2008E-12      0.3255E-12      0.1454E-11
      0.4000E+01     -0.2700E+02      0.2053E-12      0.1582E-12      0.6263E-12
      0.5000E+01     -0.2700E+02      0.1719E-12      0.5977E-13      0.3614E-12
      0.6000E+01     -0.2700E+02      0.7916E-13      0.1806E-13      0.2031E-12
      0.7000E+01     -0.2700E+02      0.1724E-13      0.1587E-13      0.1174E-12
      0.8000E+01     -0.2700E+02      0.5036E-14      0.8353E-14      0.5877E-13
      0.9000E+01     -0.2700E+02      0.4159E-14      0.2519E-14      0.3469E-13
      0.1000E+02     -0.2700E+02      0.1777E-14      0.6979E-15      0.2130E-13
      0.1100E+02     -0.2700E+02      0.4588E-15      0.2296E-15      0.9936E-14
      0.1200E+02     -0.2700E+02      0.1073E-15      0.6926E-16      0.5445E-14
      0.1300E+02     -0.2700E+02      0.3313E-16      0.1387E-16      0.3150E-14
      0.1400E+02     -0.2700E+02      0.9041E-17      0.2773E-17      0.1836E-14
      0.1500E+02     -0.2700E+02      0.2886E-17      0.8885E-18      0.1094E-14
      0.1600E+02     -0.2700E+02      0.1229E-17      0.2984E-18      0.5962E-15
      0.1700E+02     -0.2700E+02      0.4452E-18      0.1023E-18      0.3390E-15
      0.1800E+02     -0.2700E+02      0.1310E-18      0.3357E-19      0.1425E-15
      0.1900E+02     -0.2700E+02      0.4095E-19      0.1020E-19      0.7863E-16
      0.2000E+02     -0.2700E+02      0.1366E-19      0.3270E-20      0.4769E-16
      0.2100E+02     -0.2700E+02      0.6285E-20      0.1171E-20      0.2989E-16
      0.2200E+02     -0.2700E+02      0.2755E-20      0.4039E-21      0.1419E-16
      0.2300E+02     -0.2700E+02      0.8925E-21      0.1695E-21      0.7570E-17
      0.2400E+02     -0.2700E+02      0.2422E-21      0.7123E-22      0.3917E-17
      0.2500E+02     -0.2700E+02      0.7568E-22      0.2739E-22      0.2385E-17
      0.2600E+02     -0.2700E+02      0.2614E-22      0.1102E-22      0.1579E-17
      0.2700E+02     -0.2700E+02      0.8212E-23      0.3816E-23      0.6053E-18
      0.2800E+02     -0.2700E+02      0.2401E-23      0.1896E-23      0.3182E-18
      0.2900E+02     -0.2700E+02      0.7340E-24      0.1383E-23      0.2145E-18
      0.3000E+02     -0.2700E+02      0.2270E-24      0.7235E-24      0.1830E-18
      0.3100E+02     -0.2700E+02      0.7994E-25      0.3096E-24      0.1149E-18
      0.3200E+02     -0.2700E+02      0.3113E-25      0.1879E-24      0.7378E-19
      0.3300E+02     -0.2700E+02      0.1139E-25      0.1225E-24      0.4097E-19
      0.3400E+02     -0.2700E+02      0.3836E-26      0.6436E-25      0.2455E-19
      0.3500E+02     -0.2700E+02      0.1448E-26      0.3596E-25      0.1932E-19
      0.3600E+02     -0.2700E+02      0.5839E-27      0.3265E-25      0.1430E-19
      0.3700E+02     -0.2700E+02      0.2861E-27      0.2841E-25      0.9996E-20
      0.3800E+02     -0.2700E+02      0.1295E-27      0.2398E-25      0.8032E-20
      0.3900E+02     -0.2700E+02      0.7011E-28      0.1740E-25      0.5805E-20
      0.4000E+02     -0.2700E+02      0.4199E-28      0.1115E-25      0.3837E-20
 
     -0.4000E+02     -0.2600E+02      0.1464E-21      0.6600E-22      0.3434E-17
     -0.3900E+02     -0.2600E+02      0.4300E-21      0.1961E-21      0.4494E-17
     -0.3800E+02     -0.2600E+02      0.1335E-20      0.6197E-21      0.8172E-17
     -0.3700E+02     -0.2600E+02      0.4427E-20      0.1928E-20      0.2283E-16
     -0.3600E+02     -0.2600E+02      0.1316E-19      0.5740E-20      0.5012E-16
     -0.3500E+02     -0.2600E+02      0.4021E-19      0.1529E-19      0.8378E-16
     -0.3400E+02     -0.2600E+02      0.1229E-18      0.4091E-19      0.1225E-15
     -0.3300E+02     -0.2600E+02      0.3005E-18      0.1559E-18      0.2308E-15
     -0.3200E+02     -0.2600E+02      0.1104E-17      0.5533E-18      0.5417E-15
     -0.3100E+02     -0.2600E+02      0.5024E-17      0.1627E-17      0.1097E-14
     -0.3000E+02     -0.2600E+02      0.1622E-16      0.5000E-17      0.2161E-14
     -0.2900E+02     -0.2600E+02      0.4859E-16      0.2273E-16      0.3474E-14
     -0.2800E+02     -0.2600E+02      0.1769E-15      0.8521E-16      0.6644E-14
     -0.2700E+02     -0.2600E+02      0.6157E-15      0.2016E-15      0.1004E-13
     -0.2600E+02     -0.2600E+02      0.1661E-14      0.5809E-15      0.2119E-13
     -0.2500E+02     -0.2600E+02      0.2894E-14      0.2629E-14      0.4112E-13
     -0.2400E+02     -0.2600E+02      0.5636E-14      0.9056E-14      0.8767E-13
     -0.2300E+02     -0.2600E+02      0.2708E-13      0.1615E-13      0.1630E-12
     -0.2200E+02     -0.2600E+02      0.9383E-13      0.2214E-13      0.2382E-12
     -0.2100E+02     -0.2600E+02      0.1898E-12      0.8283E-13      0.4698E-12
     -0.2000E+02     -0.2600E+02      0.2350E-12      0.2371E-12      0.8721E-12
     -0.1900E+02     -0.2600E+02      0.4228E-12      0.5022E-12      0.1902E-11
     -0.1800E+02     -0.2600E+02      0.9199E-12      0.1027E-11      0.3162E-11
     -0.1700E+02     -0.2600E+02      0.2111E-11      0.2209E-11      0.7022E-11
     -0.1600E+02     -0.2600E+02      0.5457E-11      0.4837E-11      0.1470E-10
     -0.1500E+02     -0.2600E+02      0.1171E-10      0.1027E-10      0.3433E-10
     -0.1400E+02     -0.2600E+02      0.3844E-10      0.3495E-10      0.7090E-10
     -0.1300E+02     -0.2600E+02      0.7504E-10      0.6169E-10      0.2181E-09
     -0.1200E+02     -0.2600E+02      0.1179E-09      0.1796E-09      0.7432E-09
     -0.1100E+02     -0.2600E+02      0.8782E-09      0.1675E-08      0.1875E-07
     -0.1000E+02     -0.2600E+02      0.1115E-07      0.1687E-07      0.2786E-06
     -0.9000E+01     -0.2600E+02      0.1650E-06      0.4557E-06      0.1735E-05
     -0.8000E+01     -0.2600E+02      0.2232E-06      0.1974E-06      0.1055E-05
     -0.7000E+01     -0.2600E+02      0.5029E-07      0.2237E-06      0.4377E-06
     -0.6000E+01     -0.2600E+02      0.1762E-08      0.2005E-08      0.1054E-07
     -0.5000E+01     -0.2600E+02      0.3345E-09      0.3138E-09      0.9107E-09
     -0.4000E+01     -0.2600E+02      0.9513E-10      0.1236E-09      0.3283E-09
     -0.3000E+01     -0.2600E+02      0.3709E-10      0.3799E-10      0.1084E-09
     -0.2000E+01     -0.2600E+02      0.1267E-10      0.1633E-10      0.5558E-10
     -0.1000E+01     -0.2600E+02      0.5612E-11      0.6215E-11      0.2364E-10
      0.0000E+00     -0.2600E+02      0.3248E-11      0.3577E-11      0.1262E-10
      0.1000E+01     -0.2600E+02      0.1304E-11      0.1578E-11      0.6022E-11
      0.2000E+01     -0.2600E+02      0.5840E-12      0.7099E-12      0.3155E-11
      0.3000E+01     -0.2600E+02      0.1997E-12      0.3679E-12      0.1759E-11
      0.4000E+01     -0.2600E+02      0.2078E-12      0.2142E-12      0.7683E-12
      0.5000E+01     -0.2600E+02      0.1871E-12      0.8741E-13      0.4295E-12
      0.6000E+01     -0.2600E+02      0.1108E-12      0.2331E-13      0.2400E-12
      0.7000E+01     -0.2600E+02      0.2929E-13      0.1713E-13      0.1369E-12
      0.8000E+01     -0.2600E+02      0.5730E-14      0.1086E-13      0.7315E-13
      0.9000E+01     -0.2600E+02      0.4661E-14      0.3792E-14      0.4159E-13
      0.1000E+02     -0.2600E+02      0.2482E-14      0.1039E-14      0.2791E-13
      0.1100E+02     -0.2600E+02      0.7277E-15      0.3175E-15      0.1192E-13
      0.1200E+02     -0.2600E+02      0.1647E-15      0.1034E-15      0.6662E-14
      0.1300E+02     -0.2600E+02      0.4831E-16      0.2378E-16      0.3694E-14
      0.1400E+02     -0.2600E+02      0.1347E-16      0.4334E-17      0.2184E-14
      0.1500E+02     -0.2600E+02      0.3887E-17      0.1216E-17      0.1320E-14
      0.1600E+02     -0.2600E+02      0.1578E-17      0.4156E-18      0.7158E-15
      0.1700E+02     -0.2600E+02      0.6174E-18      0.1421E-18      0.4217E-15
      0.1800E+02     -0.2600E+02      0.1909E-18      0.4853E-19      0.1836E-15
      0.1900E+02     -0.2600E+02      0.5774E-19      0.1500E-19      0.9519E-16
      0.2000E+02     -0.2600E+02      0.1882E-19      0.4617E-20      0.5179E-16
      0.2100E+02     -0.2600E+02      0.7672E-20      0.1621E-20      0.3454E-16
      0.2200E+02     -0.2600E+02      0.3639E-20      0.5600E-21      0.1825E-16
      0.2300E+02     -0.2600E+02      0.1271E-20      0.2163E-21      0.9396E-17
      0.2400E+02     -0.2600E+02      0.3682E-21      0.9263E-22      0.4816E-17
      0.2500E+02     -0.2600E+02      0.1024E-21      0.3620E-22      0.2659E-17
      0.2600E+02     -0.2600E+02      0.3616E-22      0.1464E-22      0.1860E-17
      0.2700E+02     -0.2600E+02      0.1172E-22      0.4866E-23      0.7752E-18
      0.2800E+02     -0.2600E+02      0.3434E-23      0.2151E-23      0.3904E-18
      0.2900E+02     -0.2600E+02      0.1038E-23      0.1487E-23      0.2226E-18
      0.3000E+02     -0.2600E+02      0.3202E-24      0.8792E-24      0.1851E-18
      0.3100E+02     -0.2600E+02      0.1048E-24      0.3625E-24      0.1278E-18
      0.3200E+02     -0.2600E+02      0.4102E-25      0.2267E-24      0.8769E-19
      0.3300E+02     -0.2600E+02      0.1522E-25      0.1351E-24      0.4979E-19
      0.3400E+02     -0.2600E+02      0.5306E-26      0.7773E-25      0.2676E-19
      0.3500E+02     -0.2600E+02      0.1896E-26      0.4118E-25      0.1987E-19
      0.3600E+02     -0.2600E+02      0.7741E-27      0.3289E-25      0.1526E-19
      0.3700E+02     -0.2600E+02      0.3568E-27      0.2925E-25      0.1092E-19
      0.3800E+02     -0.2600E+02      0.1590E-27      0.2580E-25      0.8563E-20
      0.3900E+02     -0.2600E+02      0.8580E-28      0.1861E-25      0.6196E-20
      0.4000E+02     -0.2600E+02      0.4748E-28      0.1099E-25      0.4007E-20
 
     -0.4000E+02     -0.2500E+02      0.1053E-21      0.4750E-22      0.3073E-17
     -0.3900E+02     -0.2500E+02      0.3206E-21      0.1387E-21      0.4122E-17
     -0.3800E+02     -0.2500E+02      0.9301E-21      0.4322E-21      0.6234E-17
     -0.3700E+02     -0.2500E+02      0.3084E-20      0.1382E-20      0.1697E-16
     -0.3600E+02     -0.2500E+02      0.9636E-20      0.4118E-20      0.4046E-16
     -0.3500E+02     -0.2500E+02      0.2847E-19      0.1184E-19      0.7294E-16
     -0.3400E+02     -0.2500E+02      0.8990E-19      0.2887E-19      0.1092E-15
     -0.3300E+02     -0.2500E+02      0.2312E-18      0.1003E-18      0.1827E-15
     -0.3200E+02     -0.2500E+02      0.6841E-18      0.3718E-18      0.4073E-15
     -0.3100E+02     -0.2500E+02      0.3210E-17      0.1197E-17      0.8894E-15
     -0.3000E+02     -0.2500E+02      0.1163E-16      0.3323E-17      0.1882E-14
     -0.2900E+02     -0.2500E+02      0.3431E-16      0.1408E-16      0.3063E-14
     -0.2800E+02     -0.2500E+02      0.1197E-15      0.6010E-16      0.5461E-14
     -0.2700E+02     -0.2500E+02      0.4332E-15      0.1626E-15      0.8425E-14
     -0.2600E+02     -0.2500E+02      0.1298E-14      0.3949E-15      0.1713E-13
     -0.2500E+02     -0.2500E+02      0.2547E-14      0.1653E-14      0.3333E-13
     -0.2400E+02     -0.2500E+02      0.4153E-14      0.6767E-14      0.6997E-13
     -0.2300E+02     -0.2500E+02      0.1655E-13      0.1479E-13      0.1361E-12
     -0.2200E+02     -0.2500E+02      0.6998E-13      0.1863E-13      0.2089E-12
     -0.2100E+02     -0.2500E+02      0.1626E-12      0.5332E-13      0.3994E-12
     -0.2000E+02     -0.2500E+02      0.2128E-12      0.1717E-12      0.6939E-12
     -0.1900E+02     -0.2500E+02      0.3460E-12      0.4084E-12      0.1513E-11
     -0.1800E+02     -0.2500E+02      0.7285E-12      0.8147E-12      0.2728E-11
     -0.1700E+02     -0.2500E+02      0.1499E-11      0.1777E-11      0.4900E-11
     -0.1600E+02     -0.2500E+02      0.3292E-11      0.3760E-11      0.1096E-10
     -0.1500E+02     -0.2500E+02      0.7444E-11      0.7592E-11      0.2770E-10
     -0.1400E+02     -0.2500E+02      0.2887E-10      0.2967E-10      0.5510E-10
     -0.1300E+02     -0.2500E+02      0.4550E-10      0.4513E-10      0.1741E-09
     -0.1200E+02     -0.2500E+02      0.9994E-10      0.1284E-09      0.4167E-09
     -0.1100E+02     -0.2500E+02      0.4790E-09      0.6294E-09      0.6032E-08
     -0.1000E+02     -0.2500E+02      0.3444E-08      0.5776E-08      0.8878E-07
